Open,Close,High,Low
2.5410865383635985,2.5412009730048393,2.5413193697226077,2.5410002713665247
2.5415303499503414,2.541644454531593,2.5417581871131807,2.5414490541882913
2.5417153045848706,2.5418292716164808,2.5419410140406353,2.541636080541956
2.5419557025276895,2.5420694907768056,2.542178689046326,2.5418791712370794
2.5423995472544854,2.542513005418966,2.542617506436899,2.542327987570108
2.5424735158522758,2.5425869190067583,2.542690637207881,2.542402784707069
2.5423625629555904,2.542457570228122,2.542562658358663,2.5422718897173873
2.542214625760009,2.542309743052537,2.5424163968166993,2.5421222954434652
2.5422516100589045,2.5423651782433816,2.542489527587681,2.542178393296186
2.5421591493116664,2.5422543078616933,2.5423615487384628,2.5420661975907444
2.5419372103782423,2.5420325339829093,2.542142123660835,2.541841772668599
2.5417337967343183,2.5418292716164808,2.5419410140406353,2.541636080541956
2.54164133598708,2.54173687963174,2.5418496005769082,2.5415425841207546
2.541863241780452,2.5419770987920653,2.542087275582599,2.5417856748158782
2.541863241780452,2.541940141998169,2.5420689928898534,2.5417482762473975
2.5416783202859756,2.5417738364256364,2.541886165962399,2.5415799826892354
2.5416783202859756,2.5417923148225845,2.5419044486551443,2.5415986819734755
2.5417707810332133,2.5418847068073247,2.542014144811617,2.541692178394677
2.541752288883766,2.541847750013429,2.541959296733381,2.5416547798261964
2.5420111789760327,2.54212492596765,2.5422335371245626,2.5419352690898007
2.541881733929899,2.5419770987920653,2.542087275582599,2.5417856748158782
2.5419557025276895,2.5420694907768056,2.5421969717390716,2.5418791712370794
2.5420111789760327,2.54212492596765,2.542251819817308,2.5419352690898007
2.5420111789760327,2.542106447570702,2.5422335371245626,2.54191656980556
2.5419372103782423,2.5420325339829093,2.542142123660835,2.541841772668599
2.5419187182287946,2.541995577189013,2.54212384096809,2.5418043741001184
2.541752288883766,2.541847750013429,2.541959296733381,2.5416547798261964
2.541585859538737,2.541681444440896,2.5417947524986717,2.541486486268034
2.541363920605313,2.541441192165164,2.541575327421044,2.5412433620616484
2.5411050305130463,2.5412009730048393,2.5413193697226077,2.5410002713665247
2.54123447555918,2.541348800180424,2.5414656312645714,2.541149865640447
2.5413824127547606,2.5414966273560085,2.541611892806535,2.5412994599143692
2.5413824127547606,2.5414966273560085,2.5416301754992805,2.5412994599143692
2.5414009049042083,2.5415151057529566,2.5416301754992805,2.5413181591986094
2.541215983409732,2.5412933649895795,2.5414290658790804,2.5410937677877263
2.5411789991108367,2.5412933649895795,2.541410783186335,2.5410937677877263
2.541068046214151,2.541164016210943,2.5412828043371167,2.5409628727980444
2.541031061915256,2.5411270263016403,2.5412462389516257,2.5409254407183015
2.5409570601774125,2.5410346343169,2.5411730754159616,2.5408319442971004
2.5410125366257557,2.5411270263016403,2.5412462389516257,2.5409254407183015
2.5411789991108367,2.5412933649895795,2.5414290658790804,2.5410937677877263
2.5409570601774125,2.541053112713848,2.5411730754159616,2.5408506435813405
2.5407536465334886,2.5408498503474193,2.540971965795762,2.5406449514546976
2.540790630832384,2.5409052855382632,2.541026813873998,2.5407010493074185
